Key,Chinese,English,TraditionalChinese,Russian,SpanishSpain,PortugueseBrazil,German,Japanese,French,Polish,SpanishLatinAmerica,PortuguesePortugal,Korean,
Innsbruck,因斯布鲁克,Innsbruck,因斯布魯克,Инсбрук,Innsbruck,Innsbruck,Innsbruck,インスブルック,Innsbruck,Innsbruck,Innsbruck,Innsbruck,인스브루크,
Jülichgau,于利希高,Jülichgau,於利希高,Юлихгау,Jülichgau,Jülichgau,Jülichgau,ユリッヒガウ,Jülichgau,Jülichgau,Jülichgau,Jülichgau,율리히가우,
Kyburgian,基堡,Kyburgian,基堡,Кибургский,Kyburgian,Kyburgian,Kyburgian,キブルギアン,Kyburgian,Kyburgian,Kyburgian,Kyburgian,키부르기안,
Laonium,拉翁,Laonium,拉翁,Лаониум,Laonium,Laonium,Laonium,ラオニウム,Laonium,Laonium,Laonium,Laonium,라오니움,
Mâconnais,马孔,Mâconnais,馬孔,Маконнэ,Mâconnais,Mâconnais,Mâconnais,マコンネ,Mâconnais,Mâconnais,Mâconnais,Mâconnais,마코네,
Namurois,那慕尔,Namurois,那慕爾,Намюруа,Namurois,Namurois,Namurois,ナミュロワ,Namurois,Namurois,Namurois,Namurois,나뮤루아,
Oberglogau,上格洛高,Oberglogau,上格洛高,Оберглогау,Oberglogau,Oberglogau,Oberglogau,オーバーグローガウ,Oberglogau,Oberglogau,Oberglogau,Oberglogau,오버글로가우,
Ponthieuvry,蓬蒂夫里,Ponthieuvry,蓬蒂夫里,Понтьёври,Ponthieuvry,Ponthieuvry,Ponthieuvry,ポンティーヴリ,Ponthieuvry,Ponthieuvry,Ponthieuvry,Ponthieuvry,퐁티외브리,
Quercion,奎尔松,Quercion,奎爾松,Керсион,Quercion,Quercion,Quercion,ケルシオン,Quercion,Quercion,Quercion,Quercion,케르시온,
Rieneckian,里耶内克,Rieneckian,里耶內克,Риенекский,Rieneckian,Rieneckian,Rieneckian,リーネキアン,Rieneckian,Rieneckian,Rieneckian,Rieneckian,리에넥시안,
Sundgauvian,松德高,Sundgauvian,松德高,Сундгау,Sundgauvian,Sundgauvian,Sundgauvian,スンドガウビアン,Sundgauvian,Sundgauvian,Sundgauvian,Sundgauvian,순드가우비안,
Tournaisis,图尔奈,Tournaisis,圖爾奈,Турне,Tournaisis,Tournaisis,Tournaisis,トゥルネージス,Tournaisis,Tournaisis,Tournaisis,Tournaisis,투르네이시스,
Ukkermark,乌克马克,Ukkermark,烏克馬克,Уккермарк,Ukkermark,Ukkermark,Ukkermark,ウッケルマルク,Ukkermark,Ukkermark,Ukkermark,Ukkermark,우케르마르크,
Vaudémont,沃代蒙,Vaudémont,沃代蒙,Водемон,Vaudémont,Vaudémont,Vaudémont,ヴォードモン,Vaudémont,Vaudémont,Vaudémont,Vaudémont,보데몽,
Werdenfelser,威尔登费尔泽,Werdenfelser,威爾登費爾澤,Верденфельзер,Werdenfelser,Werdenfelser,Werdenfelser,ヴェルデンフェルザー,Werdenfelser,Werdenfelser,Werdenfelser,Werdenfelser,베르덴펠저,
Xaintongeais,桑通热,Xaintongeais,桑通熱,Сантонже,Xaintongeais,Xaintongeais,Xaintongeais,ザントンジェ,Xaintongeais,Xaintongeais,Xaintongeais,Xaintongeais,상통제,
Yvelines,伊夫林,Yvelines,伊夫林,Ивелин,Yvelines,Yvelines,Yvelines,イヴリーヌ,Yvelines,Yvelines,Yvelines,Yvelines,이블린,
Zweibrücken,茨韦布吕肯,Zweibrücken,茨韋布呂肯,Цвайбрюккен,Zweibrücken,Zweibrücken,Zweibrücken,ツヴァイブリュッケン,Zweibrücken,Zweibrücken,Zweibrücken,Zweibrücken,츠바이브뤼켄,
Abergavenny,阿伯加文尼,Abergavenny,阿伯加文尼,Абергавенни,Abergavenny,Abergavenny,Abergavenny,アバーガヴェニー,Abergavenny,Abergavenny,Abergavenny,Abergavenny,아버가베니,
Bastenaken,巴斯特纳肯,Bastenaken,巴斯特納肯,Бастенакен,Bastenaken,Bastenaken,Bastenaken,バステナケン,Bastenaken,Bastenaken,Bastenaken,Bastenaken,바스테나켄,
Cerdagnyan,塞尔达尼亚,Cerdagnyan,塞爾達尼亞,Сердагнян,Cerdagnyan,Cerdagnyan,Cerdagnyan,セルダニアン,Cerdagnyan,Cerdagnyan,Cerdagnyan,Cerdagnyan,세르다그니안,
Drentheran,德伦特兰,Drentheran,德倫特蘭,Дрентеран,Drentheran,Drentheran,Drentheran,ドレンテン,Drentheran,Drentheran,Drentheran,Drentheran,드렌테란,
Eastfolkian,东福尔克,Eastfolkian,東福爾克,Истволк,Eastfolkian,Eastfolkian,Eastfolkian,イーストフォルキアン,Eastfolkian,Eastfolkian,Eastfolkian,Eastfolkian,이스트폴키안,
Fézensaguet,费藏萨盖,Fézensaguet,費藏薩蓋,Фезенсаге,Fézensaguet,Fézensaguet,Fézensaguet,フェゼンサゲ,Fézensaguet,Fézensaguet,Fézensaguet,Fézensaguet,페젠사게,
Glatzian,格拉茨,Glatzian,格拉茨,Глац,Glatzian,Glatzian,Glatzian,グラッツィアン,Glatzian,Glatzian,Glatzian,Glatzian,글라치안,
Hennegauvian,海讷高,Hennegauvian,海訥高,Геннегаувиан,Hennegauvian,Hennegauvian,Hennegauvian,ヘンネガウビアン,Hennegauvian,Hennegauvian,Hennegauvian,Hennegauvian,헨네가우비안,
Isenburgher,伊森堡,Isenburgher,伊森堡,Изенбургер,Isenburgher,Isenburgher,Isenburgher,アイゼンブルガー,Isenburgher,Isenburgher,Isenburgher,Isenburgher,이센부르거,
Julichian,尤利希,Julichian,尤利希,Юлихиан,Julichian,Julichian,Julichian,ユリッヒアン,Julichian,Julichian,Julichian,Julichian,율리히안,
Kyburgher,基堡,Kyburgher,基堡,Кибургер,Kyburgher,Kyburgher,Kyburgher,キブルガー,Kyburgher,Kyburgher,Kyburgher,Kyburgher,키부르거,
Luneburger,吕讷堡,Luneburger,呂訥堡,Люнебургер,Luneburger,Luneburger,Luneburger,リューネブルガー,Luneburger,Luneburger,Luneburger,Luneburger,뤼네부르거,
Meckliar,梅克利亚,Meckliar,梅克利亞,Меклиар,Meckliar,Meckliar,Meckliar,メックリアー,Meckliar,Meckliar,Meckliar,Meckliar,메클리아르,
Neustrian,纽斯特里亚,Neustrian,紐斯特里亞,Неустриан,Neustrian,Neustrian,Neustrian,ノイストリアン,Neustrian,Neustrian,Neustrian,Neustrian,노이스트리안,
Osnaburg,奥斯纳堡,Osnaburg,奧斯納堡,Оснабург,Osnaburg,Osnaburg,Osnaburg,オスナブルク,Osnaburg,Osnaburg,Osnaburg,Osnaburg,오스나부르크,
Pomerelian,波美雷利亚,Pomerelian,波美雷利亞,Помералия,Pomerelian,Pomerelian,Pomerelian,ポメリリアン,Pomerelian,Pomerelian,Pomerelian,Pomerelian,포메렐리안,
Quercion,奎尔松,Quercion,奎爾松,Керсион,Quercion,Quercion,Quercion,ケルシオン,Quercion,Quercion,Quercion,Quercion,케르시온,
Rugheimer,鲁格海姆,Rugheimer,魯格海姆,Ругхаймер,Rugheimer,Rugheimer,Rugheimer,ルゲイマー,Rugheimer,Rugheimer,Rugheimer,Rugheimer,루그하이머,
Sundgauer,松德高,Sundgauer,松德高,Сундгауэр,Sundgauer,Sundgauer,Sundgauer,スンドガウアー,Sundgauer,Sundgauer,Sundgauer,Sundgauer,순드가우어,
Tournaisien,图尔奈,Tournaisien,圖爾奈,Турнезиен,Tournaisien,Tournaisien,Tournaisien,トゥルネージアン,Tournaisien,Tournaisien,Tournaisien,Tournaisien,투르네지앙,
Ukkermarker,乌克马克,Ukkermarker,烏克馬克,Уккермаркер,Ukkermarker,Ukkermarker,Ukkermarker,ウッケルマーカー,Ukkermarker,Ukkermarker,Ukkermarker,Ukkermarker,우케르마커,
Vaudois,沃代,Vaudois,沃代,Водуа,Vaudois,Vaudois,Vaudois,ヴォードワ,Vaudois,Vaudois,Vaudois,Vaudois,보두아,
Werdenfel,威尔登费尔,Werdenfel,威爾登費爾,Верденфель,Werdenfel,Werdenfel,Werdenfel,ヴェルデンフェル,Werdenfel,Werdenfel,Werdenfel,Werdenfel,베르덴펠,
Xaintonge,桑通热,Xaintonge,桑通熱,Сантонь,Xaintonge,Xaintonge,Xaintonge,ザントンジェ,Xaintonge,Xaintonge,Xaintonge,Xaintonge,상통제,
Ypresian,伊普尔,Ypresian,伊普爾,Ипрезиан,Ypresian,Ypresian,Ypresian,イプリージアン,Ypresian,Ypresian,Ypresian,Ypresian,이프레지안,
Zweibrucker,茨韦布吕肯,Zweibrucker,茨韋布呂肯,Цвайбрюккер,Zweibrucker,Zweibrucker,Zweibrucker,ツヴァイブリュッカー,Zweibrucker,Zweibrucker,Zweibrucker,Zweibrucker,츠바이브뤼커,
Auvergnat,奥弗涅,Auvergnat,奧弗涅,Овернский,Auvergnat,Auvergnat,Auvergnat,オーヴェルニャ,Auvergnat,Auvergnat,Auvergnat,Auvergnat,오베르냐,
