Key,Chinese,English,TraditionalChinese,Russian,SpanishSpain,PortugueseBrazil,German,Japanese,French,Polish,SpanishLatinAmerica,PortuguesePortugal,Korean,
罗山,罗山,Wencheng,罗山,,,,,,,,,,,
罗源,罗源,Wengyuan,罗源,,,,,,,,,,,
洛江,洛江,Qinyuan,洛江,,,,,,,,,,,
洛宁,洛宁,qinyang,洛宁,,,,,,,,,,,
洛邑,洛邑,qinghai,洛邑,,,,,,,,,,,
马尾,马尾,zhaoyi,马尾,,,,,,,,,,,
茂县,茂县,xiapu,茂县,,,,,,,,,,,
美姑,美姑,Wuji,美姑,,,,,,,,,,,
美马,美马,wudao,美马,,,,,,,,,,,
米易,米易,Wangcang,米易,,,,,,,,,,,
米脂,米脂,Weixian,米脂,,,,,,,,,,,
密县,密县,jiahewang,密县,,,,,,,,,,,
绵竹,绵竹,weicheng,绵竹,,,,,,,,,,,
冕宁,冕宁,Dehua,冕宁,,,,,,,,,,,
渑池,渑池,Rui'an,渑池,,,,,,,,,,,
妙炉,妙炉,hongjiang,妙炉,,,,,,,,,,,
庙街,庙街,Langya,庙街,,,,,,,,,,,
岷江,岷江,jinchang,岷江,,,,,,,,,,,
岷宁,岷宁,jieting,岷宁,,,,,,,,,,,
闽侯,闽侯,yuzhou,闽侯,,,,,,,,,,,
闽清,闽清,yuman,闽清,,,,,,,,,,,
名方,名方,gaozhu,名方,,,,,,,,,,,
明安,明安,Longwen,明安,,,,,,,,,,,
明溪,明溪,longxiang,明溪,,,,,,,,,,,
铭京,铭京,Yingshan,铭京,,,,,,,,,,,
牧野,牧野,shaoyang,牧野,,,,,,,,,,,
暮曲,暮曲,Luding,暮曲,,,,,,,,,,,
南安,南安,dunhuang,南安,,,,,,,,,,,
南部,南部,Fangxian,南部,,,,,,,,,,,
南城,南城,duerbote,南城,,,,,,,,,,,
南关,南关,Dongshan,南关,,,,,,,,,,,
南海,南海,Panyu,南海,,,,,,,,,,,
南江,南江,Enyang,南江,,,,,,,,,,,
南靖,南靖,Fengze,南靖,,,,,,,,,,,
南宁,南宁,duima,南宁,,,,,,,,,,,
南皮,南皮,fancheng,南皮,,,,,,,,,,,
南平,南平,Enping,南平,,,,,,,,,,,
南坪,南坪,Douhuan,南坪,,,,,,,,,,,
南沙,南沙,shang,南沙,,,,,,,,,,,
南山,南山,exi,南山,,,,,,,,,,,
南雄,南雄,Toyota,南雄,,,,,,,,,,,
南野,南野,Feixian,南野,,,,,,,,,,,
南漳,南漳,fan,南漳,,,,,,,,,,,
南召,南召,Dongyang,南召,,,,,,,,,,,
南郑,南郑,fangcheng,南郑,,,,,,,,,,,
楠芳,楠芳,mingfang,楠芳,,,,,,,,,,,
内黄,内黄,Dechang,内黄,,,,,,,,,,,
霓虹,霓虹,Zhangzhou,霓虹,,,,,,,,,,,
镍都,镍都,Yongcheng,镍都,,,,,,,,,,,
宁安,宁安,Huaan,宁安,,,,,,,,,,,
宁德,宁德,Huarong,宁德,,,,,,,,,,,
宁都,宁都,huai'an,宁都,,,,,,,,,,,
宁抚,宁抚,Huaying,宁抚,,,,,,,,,,,
宁海,宁海,Huaxian,宁海,,,,,,,,,,,
宁化,宁化,Huadu,宁化,,,,,,,,,,,
宁陵,宁陵,huaibei,宁陵,,,,,,,,,,,
宁南,宁南,huahai,宁南,,,,,,,,,,,
宁平,宁平,Hua'an,宁平,,,,,,,,,,,
宁兴,宁兴,huacheng,宁兴,,,,,,,,,,,
宁远,宁远,huaian,宁远,,,,,,,,,,,
女希,女希,honggu,女希,,,,,,,,,,,
潘阳,潘阳,shanhaiguan,潘阳,,,,,,,,,,,
攀枝花,攀枝花,linzi,攀枝花,,,,,,,,,,,
磐安,磐安,taotian,磐安,,,,,,,,,,,
彭北,彭北,Licheng,彭北,,,,,,,,,,,
彭城,彭城,Liling,彭城,,,,,,,,,,,
彭东,彭东,lizhong,彭东,,,,,,,,,,,
彭家坪,彭家坪,liyang,彭家坪,,,,,,,,,,,
彭南,彭南,Lizhou,彭南,,,,,,,,,,,
彭西,彭西,liping,彭西,,,,,,,,,,,
彭州,彭州,lizhong,彭州,,,,,,,,,,,
蓬安,蓬安,Xiangyuan,蓬安,,,,,,,,,,,
蓬莱,蓬莱,Xiangshan,蓬莱,,,,,,,,,,,
蓬溪,蓬溪,Xiangcheng,蓬溪,,,,,,,,,,,
邳县,邳县,yangdi,邳县,,,,,,,,,,,
平昌,平昌,jiushui,平昌,,,,,,,,,,,
平果,平果,Jiuzhaigou,平果,,,,,,,,,,,
平和,平和,jiujiangjun,平和,,,,,,,,,,,
平湖,平湖,jumimotuo,平湖,,,,,,,,,,,
平京,平京,Jingning,平京,,,,,,,,,,,
平凉,平凉,Jingling,平凉,,,,,,,,,,,
平虏,平虏,Juxian,平虏,,,,,,,,,,,
平陆,平陆,kaihe,平陆,,,,,,,,,,,
平南,平南,Jingzhou,平南,,,,,,,,,,,
平潭,平潭,junan,平潭,,,,,,,,,,,
平武,平武,jiuquan,平武,,,,,,,,,,,
平阳,平阳,Junxian,平阳,,,,,,,,,,,
平原,平原,jingjiang,平原,,,,,,,,,,,
平远,平远,Juancheng,平远,,,,,,,,,,,
平州,平州,Jiulong,平州,,,,,,,,,,,
屏南,屏南,Jiangshan,屏南,,,,,,,,,,,
屏山,屏山,Jiangxia,屏山,,,,,,,,,,,
珀岩,珀岩,Shishi,珀岩,,,,,,,,,,,
蒲城,蒲城,Xiangcheng,蒲城,,,,,,,,,,,
蒲生,蒲生,xiangping,蒲生,,,,,,,,,,,
蒲县,蒲县,xiangmei,蒲县,,,,,,,,,,,
濮州,濮州,shanggui,濮州,,,,,,,,,,,
浦城,浦城,qingyang,浦城,,,,,,,,,,,
浦江,浦江,Qingyuan,浦江,,,,,,,,,,,
普格,普格,lujiangjun,普格,,,,,,,,,,,
普宁,普宁,Lushi,普宁,,,,,,,,,,,
七里河,七里河,Aba,七里河,,,,,,,,,,,
齐河,齐河,Zhenghe,齐河,,,,,,,,,,,
蕲县,蕲县,xiao,蕲县,,,,,,,,,,,
千乘,千乘,Dingyuan,千乘,,,,,,,,,,,
千泉,千泉,dingyuanzhen,千泉,,,,,,,,,,,
虔州,虔州,xiaochuan,虔州,,,,,,,,,,,
黔州,黔州,zhennanguan,黔州,,,,,,,,,,,
谯县,谯县,xuzhou,谯县,,,,,,,,,,,
秦川,秦川,Tonglu,秦川,,,,,,,,,,,
秦州,秦州,Tongxiang,秦州,,,,,,,,,,,
琴川,琴川,Shuifu,琴川,,,,,,,,,,,
沁阳,沁阳,pingliang,沁阳,,,,,,,,,,,
沁源,沁源,pingjing,沁源,,,,,,,,,,,
青海,青海,changhen,青海,,,,,,,,,,,
青丘,青丘,changan,青丘,,,,,,,,,,,
青田,青田,changheng,青田,,,,,,,,,,,
清河,清河,Ruyang,清河,,,,,,,,,,,
清江,清江,runan,清江,,,,,,,,,,,
清流,清流,Ruyuan,清流,,,,,,,,,,,
清源,清源,ruian,清源,,,,,,,,,,,
庆安,庆安,Lanxi,庆安,,,,,,,,,,,
庆德,庆德,lanzhou,庆德,,,,,,,,,,,
庆阳,庆阳,Lanxi,庆阳,,,,,,,,,,,
庆元,庆元,lanting,庆元,,,,,,,,,,,
庆源府,庆源府,Lanshan,庆源府,,,,,,,,,,,
穷桑,穷桑,tongguan,穷桑,,,,,,,,,,,
穷石,穷石,tumendun,穷石,,,,,,,,,,,
囚云,囚云,Gulou,囚云,,,,,,,,,,,
曲江,曲江,lù chuan,曲江,,,,,,,,,,,
屈霜,屈霜,jiangling,屈霜,,,,,,,,,,,
渠县,渠县,Ruoergai,渠县,,,,,,,,,,,
衢州,衢州,Xinlong,衢州,,,,,,,,,,,
泉港,泉港,Puxian,泉港,,,,,,,,,,,
泉平,泉平,pusheng,泉平,,,,,,,,,,,
泉州,泉州,Pucheng,泉州,,,,,,,,,,,
壤塘,壤塘,Guangze,壤塘,,,,,,,,,,,
饶州,饶州,Changyuan,饶州,,,,,,,,,,,
仁和,仁和,chengjiang,仁和,,,,,,,,,,,
仁化,仁化,chengfeng,仁化,,,,,,,,,,,
日清,日清,Longhai,日清,,,,,,,,,,,
融水,融水,Xinfeng,融水,,,,,,,,,,,
汝南,汝南,pengjiaping,汝南,,,,,,,,,,,
汝阳,汝阳,Pengnan,汝阳,,,,,,,,,,,
乳源,乳源,Cangshan,乳源,,,,,,,,,,,
瑞安,瑞安,Shunchang,瑞安,,,,,,,,,,,
瑞安,瑞安,shunde,瑞安,,,,,,,,,,,
瑞金,瑞金,shundeng,瑞金,,,,,,,,,,,
若尔盖,若尔盖,Xixian,若尔盖,,,,,,,,,,,
鄀县,鄀县,yiqi,鄀县,,,,,,,,,,,
萨迪,萨迪,xiang,萨迪,,,,,,,,,,,
三河,三河,Anji,三河,,,,,,,,,,,
三门,三门,Anju,三门,,,,,,,,,,,
三民港,三民港,anfeng,三民港,,,,,,,,,,,
三台,三台,aihui,三台,,,,,,,,,,,
三州,三州,anchengzhen,三州,,,,,,,,,,,
桑中,桑中,minjiang,桑中,,,,,,,,,,,
色达,色达,Wuyishan,色达,,,,,,,,,,,
沙县,沙县,Pingtan,沙县,,,,,,,,,,,
山案,山案,jiangyuan,山案,,,,,,,,,,,
山海关,山海关,jiangzhou,山海关,,,,,,,,,,,
山阳,山阳,jiangjunmu,山阳,,,,,,,,,,,
陕县,陕县,Yunmeng,陕县,,,,,,,,,,,
商,商,gongdu,商,,,,,,,,,,,
商丘,商丘,gongxingdun,商丘,,,,,,,,,,,
商水,商水,Gongxian,商水,,,,,,,,,,,
上川,上川,Anlu,上川,,,,,,,,,,,
上邽,上邽,anxi,上邽,,,,,,,,,,,
上杭,上杭,anning,上杭,,,,,,,,,,,
上郡,上郡,Anxian,上郡,,,,,,,,,,,
上洛,上洛,anping,上洛,,,,,,,,,,,
上犹,上犹,Anren,上犹,,,,,,,,,,,
上虞,上虞,Anxi,上虞,,,,,,,,,,,
尚家,尚家,Jiange,尚家,,,,,,,,,,,
邵武,邵武,yangpingguan,邵武,,,,,,,,,,,
邵阳,邵阳,Yangshan,邵阳,,,,,,,,,,,
绍庆府,绍庆府,weihua,绍庆府,,,,,,,,,,,
射洪,射洪,Jianyang,射洪,,,,,,,,,,,
摄津,摄津,Linwu,摄津,,,,,,,,,,,
什邡,什邡,chengzhushan,什邡,,,,,,,,,,,
神木,神木,tiandu,神木,,,,,,,,,,,
神武,神武,tianning,神武,,,,,,,,,,,
沈丘,沈丘,Pinglu,沈丘,,,,,,,,,,,
嵊泗,嵊泗,Jinzhai,嵊泗,,,,,,,,,,,
嵊州,嵊州,Jinyang,嵊州,,,,,,,,,,,
石城,石城,taijing,石城,,,,,,,,,,,
石陵,石陵,tanjun,石陵,,,,,,,,,,,
石棉,石棉,taiming,石棉,,,,,,,,,,,
石渠,石渠,Taining,石渠,,,,,,,,,,,
石狮,石狮,taishanxia,石狮,,,,,,,,,,,
石锁关,石锁关,Taixi,石锁关,,,,,,,,,,,
石甄邑,石甄邑,Taishun,石甄邑,,,,,,,,,,,
始兴,始兴,Hongyuan,始兴,,,,,,,,,,,
寿春,寿春,Jianou,寿春,,,,,,,,,,,
寿宁,寿宁,Jianning,寿宁,,,,,,,,,,,
寿县,寿县,Jiande,寿县,,,,,,,,,,,
舒城,舒城,Wuxiang,舒城,,,,,,,,,,,
蜀郡,蜀郡,Xinchang,蜀郡,,,,,,,,,,,
水富,水富,nanfang,水富,,,,,,,,,,,
顺昌,顺昌,Changtai,顺昌,,,,,,,,,,,
顺德,顺德,changshwng,顺德,,,,,,,,,,,
顺登,顺登,Changting,顺登,,,,,,,,,,,
汜水关,汜水关,Pengdong,汜水关,,,,,,,,,,,
泗城,泗城,Pujiang,泗城,,,,,,,,,,,
泗县,泗县,Pucheng,泗县,,,,,,,,,,,
泗阴,泗阴,Puge,泗阴,,,,,,,,,,,
松潘,松潘,Luojiang,松潘,,,,,,,,,,,
松溪,松溪,guan,松溪,,,,,,,,,,,
松阳,松阳,Luoshan,松阳,,,,,,,,,,,
松州,松州,Luan Qing,松州,,,,,,,,,,,
嵩建,嵩建,jinguancheng,嵩建,,,,,,,,,,,
嵩县,嵩县,jinming,嵩县,,,,,,,,,,,
苏州,苏州,xizhou,苏州,,,,,,,,,,,
宿北,宿北,jiahe,宿北,,,,,,,,,,,
睢县,睢县,taian,睢县,,,,,,,,,,,
睢阳,睢阳,taiding,睢阳,,,,,,,,,,,
濉溪,濉溪,shangchuan,濉溪,,,,,,,,,,,
绥德,绥德,weining,绥德,,,,,,,,,,,
绥江,绥江,weixijun,绥江,,,,,,,,,,,
随阳,随阳,Yunlian,随阳,,,,,,,,,,,
遂昌,遂昌,yanxingguan,遂昌,,,,,,,,,,,
锁川,锁川,Yingshang,锁川,,,,,,,,,,,
塔坨,塔坨,guangqing,塔坨,,,,,,,,,,,
台江,台江,ganglou,台江,,,,,,,,,,,
台州,台州,Ganluo,台州,,,,,,,,,,,
太阳,太阳,hewu,太阳,,,,,,,,,,,
太原府,太原府,henanfu,太原府,,,,,,,,,,,
泰安,泰安,Qixian,泰安,,,,,,,,,,,
泰定,泰定,Qiansheng,泰定,,,,,,,,,,,
泰京,泰京,qilihe,泰京,,,,,,,,,,,
泰明,泰明,qianzhou,泰明,,,,,,,,,,,
泰宁,泰宁,Qihe,泰宁,,,,,,,,,,,
泰山下,泰山下,qianquan,泰山下,,,,,,,,,,,
泰顺,泰顺,Qiaoxian,泰顺,,,,,,,,,,,
泰西,泰西,qianzhou,泰西,,,,,,,,,,,
郯郡,郯郡,Yecheng,郯郡,,,,,,,,,,,
汤阴,汤阴,PingGuo,汤阴,,,,,,,,,,,
堂庭,堂庭,guanghe,堂庭,,,,,,,,,,,
滔天,滔天,sanmin gang,滔天,,,,,,,,,,,
韬武,韬武,changping,韬武,,,,,,,,,,,
天苍,天苍,Hexian,天苍,,,,,,,,,,,
天都,天都,hejianfu,天都,,,,,,,,,,,
天宁,天宁,hefeng,天宁,,,,,,,,,,,
天彭,天彭,hean,天彭,,,,,,,,,,,
天山,天山,hefei,天山,,,,,,,,,,,
天水,天水,Heping,天水,,,,,,,,,,,
天台,天台,bo,天台,,,,,,,,,,,
天音星海,天音星海,henan,天音星海,,,,,,,,,,,
天长,天长,hejin,天长,,,,,,,,,,,
汀州,汀州,nvxi,汀州,,,,,,,,,,,
通川,通川,yan,通川,,,,,,,,,,,
通江,通江,Yanzhou,通江,,,,,,,,,,,
同安,同安,Gaoxian,同安,,,,,,,,,,,
同州,同州,Gaoyuan,同州,,,,,,,,,,,
桐庐,桐庐,miaojie,桐庐,,,,,,,,,,,
桐乡,桐乡,miaolu,桐乡,,,,,,,,,,,
铜川府,铜川府,ying zhou,铜川府,,,,,,,,,,,
潼关,潼关,shang,潼关,,,,,,,,,,,
土门墩,土门墩,guangen,土门墩,,,,,,,,,,,
吐火罗纳,吐火罗纳,haojing,吐火罗纳,,,,,,,,,,,
屯昌,屯昌,Jiangyou,屯昌,,,,,,,,,,,
哇柯,哇柯,gongjiawan,哇柯,,,,,,,,,,,
宛,宛,jiyin,宛,,,,,,,,,,,
宛城,宛城,jizhoudao,宛城,,,,,,,,,,,
万源,万源,ailao,万源,,,,,,,,,,,
王屋,王屋,Shimian,王屋,,,,,,,,,,,
旺苍,旺苍,longquan,旺苍,,,,,,,,,,,
威县,威县,humenguan,威县,,,,,,,,,,,
威信,威信,Huguan,威信,,,,,,,,,,,
巍京,巍京,Jinan,巍京,,,,,,,,,,,
涠洲,涠洲,qushuang,涠洲,,,,,,,,,,,
卫北郡,卫北郡,fufeng,卫北郡,,,,,,,,,,,
卫东郡,卫东郡,fengtian,卫东郡,,,,,,,,,,,
卫桦,卫桦,fuling,卫桦,,,,,,,,,,,
卫南郡,卫南郡,Fushan,卫南郡,,,,,,,,,,,
卫宁,卫宁,fuli,卫宁,,,,,,,,,,,
卫西郡,卫西郡,Fuan,卫西郡,,,,,,,,,,,
未央,未央,Luzhou,未央,,,,,,,,,,,
渭城,渭城,Ruxian,渭城,,,,,,,,,,,
魏天,魏天,Zhaodong,魏天,,,,,,,,,,,
文成,文成,lingyang,文成,,,,,,,,,,,
汶川,汶川,Pinghu,汶川,,,,,,,,,,,
翁源,翁源,wuquan,翁源,,,,,,,,,,,
无极,无极,longfeng,无极,,,,,,,,,,,
五岛,五岛,zhaoge,五岛,,,,,,,,,,,
五泉,五泉,Chaoan,五泉,,,,,,,,,,,
五丈原,五丈原,Changshan,五丈原,,,,,,,,,,,
武安,武安,Nanjiang,武安,,,,,,,,,,,
武德,武德,nanning,武德,,,,,,,,,,,
武都,武都,Nanping,武都,,,,,,,,,,,
武冈,武冈,Nanbu,武冈,,,,,,,,,,,
武黎,武黎,nanshan,武黎,,,,,,,,,,,
武平,武平,Nanjing,武平,,,,,,,,,,,
武胜,武胜,nanpi,武胜,,,,,,,,,,,
武威,武威,nanhai,武威,,,,,,,,,,,
武卫右,武卫右,nancheng,武卫右,,,,,,,,,,,
武乡,武乡,Nanan,武乡,,,,,,,,,,,
武阳,武阳,Nanping,武阳,,,,,,,,,,,
武夷山,武夷山,nanguan,武夷山,,,,,,,,,,,
武义,武义,muqu,武义,,,,,,,,,,,
武陟,武陟,Nansha,武陟,,,,,,,,,,,
舞阳,舞阳,wuyang,舞阳,,,,,,,,,,,
西充,西充,geng,西充,,,,,,,,,,,
西固,西固,xingtai,西固,,,,,,,,,,,
西河,西河,xinglingfu,西河,,,,,,,,,,,
西岐,西岐,xingxiang,西岐,,,,,,,,,,,
曦州,曦州,Luxian,曦州,,,,,,,,,,,
隰县,隰县,Zanhuang,隰县,,,,,,,,,,,
喜德,喜德,gonggong,喜德,,,,,,,,,,,
霞浦,霞浦,changan,霞浦,,,,,,,,,,,
下都,下都,anxun,下都,,,,,,,,,,,
夏县,夏县,Guanghan,夏县,,,,,,,,,,,
夏虚,夏虚,guangling,夏虚,,,,,,,,,,,
夏邑,夏邑,Guangping,夏邑,,,,,,,,,,,
仙居,仙居,chiweiyu,仙居,,,,,,,,,,,
仙旆,仙旆,Chixiao,仙旆,,,,,,,,,,,
仙游,仙游,chong,仙游,,,,,,,,,,,
鲜阳,鲜阳,Zhaoyuan,鲜阳,,,,,,,,,,,
咸阳,咸阳,gongxia,咸阳,,,,,,,,,,,
乡城,乡城,cangping,乡城,,,,,,,,,,,
芗城,芗城,Wuyi,芗城,,,,,,,,,,,
相,相,Taiyang,相,,,,,,,,,,,
香槟,香槟,Zhaojue,香槟,,,,,,,,,,,
香川,香川,Zhangzi,香川,,,,,,,,,,,
香格里拉,香格里拉,zhaoyao,香格里拉,,,,,,,,,,,
香美,香美,zhaoping,香美,,,,,,,,,,,
襄城,襄城,xinye,襄城,,,,,,,,,,,
襄平,襄平,Xinzheng,襄平,,,,,,,,,,,
襄阳,襄阳,Xinfeng,襄阳,,,,,,,,,,,
襄垣,襄垣,xin qiao,襄垣,,,,,,,,,,,
项城,项城,Changqing,项城,,,,,,,,,,,
象山,象山,xuxing,象山,,,,,,,,,,,
萧山,萧山,Xiangcheng,萧山,,,,,,,,,,,
萧县,萧县,Xiangcheng,萧县,,,,,,,,,,,
猇亭,猇亭,shejin,猇亭,,,,,,,,,,,
嚣,嚣,guchang,嚣,,,,,,,,,,,
崤涵,崤涵,jinting,崤涵,,,,,,,,,,,
小金,小金,jianzhou,小金,,,,,,,,,,,
校川,校川,mizhi,校川,,,,,,,,,,,
笑川,笑川,Wancheng,笑川,,,,,,,,,,,
泻水,泻水,qinzhou,泻水,,,,,,,,,,,
新安,新安,liuqiu,新安,,,,,,,,,,,
新昌,新昌,liujiaying,新昌,,,,,,,,,,,
新丰,新丰,liuyue,新丰,,,,,,,,,,,
新津,新津,liuan,新津,,,,,,,,,,,
新龙,新龙,Longchuan,新龙,,,,,,,,,,,
新桥,新桥,Liu Qing,新桥,,,,,,,,,,,
新野,新野,longbian,新野,,,,,,,,,,,
新郑,新郑,luhe,新郑,,,,,,,,,,,
信丰,信丰,tazhong,信丰,,,,,,,,,,,
邢,邢,Yanguo,邢,,,,,,,,,,,
邢台,邢台,yangzhou,邢台,,,,,,,,,,,
邢襄,邢襄,yangcheng,邢襄,,,,,,,,,,,
兴灵府,兴灵府,Dangyang,兴灵府,,,,,,,,,,,
兴文,兴文,Danzhou,兴文,,,,,,,,,,,
秀川,秀川,Tongzhou,秀川,,,,,,,,,,,
秀屿,秀屿,Tong'an,秀屿,,,,,,,,,,,
徐州,徐州,lizhong,徐州,,,,,,,,,,,
许昌,许昌,Xingwen,许昌,,,,,,,,,,,
旭星,旭星,Longmen,旭星,,,,,,,,,,,
叙永,叙永,fushan,叙永,,,,,,,,,,,
溆浦,溆浦,sanhe,溆浦,,,,,,,,,,,
宣汉,宣汉,jiamengguan,宣汉,,,,,,,,,,,
宣化,宣化,jiaxi,宣化,,,,,,,,,,,
玄安,玄安,shenwu,玄安,,,,,,,,,,,
玄池,玄池,Shenqiu,玄池,,,,,,,,,,,
玄台,玄台,shenmu,玄台,,,,,,,,,,,
玄云,玄云,Shifang,玄云,,,,,,,,,,,
寻安,寻安,jianchang,寻安,,,,,,,,,,,
寻乌,寻乌,jiazuozhen,寻乌,,,,,,,,,,,
浔阳,浔阳,Qingyuan,浔阳,,,,,,,,,,,
崖州,崖州,Jinmen,崖州,,,,,,,,,,,
鄢陵,鄢陵,Yidu,鄢陵,,,,,,,,,,,
延津,延津,Lechang,延津,,,,,,,,,,,
延年,延年,Le'an,延年,,,,,,,,,,,
延平,延平,laoqiu,延平,,,,,,,,,,,
盐边,盐边,taizhou,盐边,,,,,,,,,,,
盐渎,盐渎,tatuo,盐渎,,,,,,,,,,,
盐津,盐津,suochuan,盐津,,,,,,,,,,,
盐亭,盐亭,Suichang,盐亭,,,,,,,,,,,
盐源,盐源,Taijiang,盐源,,,,,,,,,,,
奄,奄,Heishui,奄,,,,,,,,,,,
兖州,兖州,datongfu,兖州,,,,,,,,,,,
郾城,郾城,yili,郾城,,,,,,,,,,,
偃陉关,偃陉关,Daguan,偃陉关,,,,,,,,,,,
雁北,雁北,Zaoyang,雁北,,,,,,,,,,,
雁滩,雁滩,Zengcheng,雁滩,,,,,,,,,,,
焱驽,焱驽,Shangjia,焱驽,,,,,,,,,,,
燕国,燕国,Shaowu,燕国,,,,,,,,,,,
扬州,扬州,linchen,扬州,,,,,,,,,,,
阳城,阳城,yumen,阳城,,,,,,,,,,,
阳春,阳春,yuzhang,阳春,,,,,,,,,,,
阳翟,阳翟,yuan,阳翟,,,,,,,,,,,
阳平关,阳平关,yuji,阳平关,,,,,,,,,,,
阳山,阳山,yu zhou,阳山,,,,,,,,,,,
阳朔,阳朔,yù lín,阳朔,,,,,,,,,,,
阳夏,阳夏,yuping,阳夏,,,,,,,,,,,
养志,养志,Dangshan,养志,,,,,,,,,,,
尧光,尧光,jiangli,尧光,,,,,,,,,,,
耀县,耀县,wuzhangyuan,耀县,,,,,,,,,,,
邺,邺,yangshuo,邺,,,,,,,,,,,
邺城,邺城,yangjia,邺城,,,,,,,,,,,
夜煞,夜煞,qiuci,夜煞,,,,,,,,,,,
伊犁,伊犁,chuyun,伊犁,,,,,,,,,,,
壹岐,壹岐,guangan,壹岐,,,,,,,,,,,
仪陇,仪陇,Chongyi,仪陇,,,,,,,,,,,
夷陵,夷陵,Heli,夷陵,,,,,,,,,,,
沂州,沂州,Pinglu,沂州,,,,,,,,,,,
宜都,宜都,Jixi,宜都,,,,,,,,,,,
宜阳,宜阳,jicheng,宜阳,,,,,,,,,,,
移风,移风,tongchuanfu,移风,,,,,,,,,,,
义昌,义昌,bianliang,义昌,,,,,,,,,,,
义乌,义乌,bi,义乌,,,,,,,,,,,
益西,益西,Suijiang,益西,,,,,,,,,,,
益阳,益阳,Suiyang,益阳,,,,,,,,,,,
益州,益州,suide,益州,,,,,,,,,,,
逸仙,逸仙,Yancheng,逸仙,,,,,,,,,,,
阴平,阴平,Yuanyang,阴平,,,,,,,,,,,
殷,殷,Nanxiong,殷,,,,,,,,,,,
殷墟,殷墟,nanye,殷墟,,,,,,,,,,,
殷州,殷州,Nanzhang,殷州,,,,,,,,,,,
银杏,银杏,yingchuan,银杏,,,,,,,,,,,
鄞州,鄞州,Yizhou,鄞州,,,,,,,,,,,
英州,英州,Xide,英州,,,,,,,,,,,
营山,营山,xianyang,营山,,,,,,,,,,,
颍川,颍川,changyou,颍川,,,,,,,,,,,
颍上,颍上,Changxing,颍上,,,,,,,,,,,
邕州,邕州,yannu,邕州,,,,,,,,,,,
雍阴,雍阴,zhai xing,雍阴,,,,,,,,,,,
永安,永安,ningan,永安,,,,,,,,,,,
永安,永安,Ningde,永安,,,,,,,,,,,
永昌,永昌,Ninghua,永昌,,,,,,,,,,,
永城,永城,niedu,永城,,,,,,,,,,,
永春,永春,Ningling,永春,,,,,,,,,,,
永定,永定,Ningdu,永定,,,,,,,,,,,
永济,永济,ningping,永济,,,,,,,,,,,
永嘉,永嘉,nihong,永嘉,,,,,,,,,,,
永康,永康,Ninghai,永康,,,,,,,,,,,
永平,永平,Ningfu,永平,,,,,,,,,,,
永清定安,永清定安,ningxing,永清定安,,,,,,,,,,,
永善,永善,Neihuang,永善,,,,,,,,,,,
永胜,永胜,ningyuan,永胜,,,,,,,,,,,
永泰,永泰,Ningnan,永泰,,,,,,,,,,,
泑泽,泑泽,Puzhou,泑泽,,,,,,,,,,,
幽台,幽台,Kaijiang,幽台,,,,,,,,,,,
幽州,幽州,kaizhou,幽州,,,,,,,,,,,
尤溪,尤溪,jianmenguan,尤溪,,,,,,,,,,,
友谊关,友谊关,fuxi,友谊关,,,,,,,,,,,
有辛,有辛,lutai,有辛,,,,,,,,,,,
右北平,右北平,gaolan,右北平,,,,,,,,,,,
渝州,渝州,Ruijin,渝州,,,,,,,,,,,
愉漫,愉漫,Linzhou,愉漫,,,,,,,,,,,
榆林,榆林,Mingxi,榆林,,,,,,,,,,,
虞城,虞城,xieshui,虞城,,,,,,,,,,,
禹州,禹州,Tingzhou,禹州,,,,,,,,,,,
玉环,玉环,Shicheng,玉环,,,,,,,,,,,
玉门,玉门,shiling,玉门,,,,,,,,,,,
玉屏,玉屏,Shengsi,玉屏,,,,,,,,,,,
玉州,玉州,Shengzhou,玉州,,,,,,,,,,,
御机,御机,lizhou,御机,,,,,,,,,,,
豫章,豫章,Xuyong,豫章,,,,,,,,,,,
鬱林,鬱林,Zhaoan,鬱林,,,,,,,,,,,
原,原,Fushun,原,,,,,,,,,,,
原阳,原阳,Fuzhou,原阳,,,,,,,,,,,
岳池,岳池,Jiaoling,岳池,,,,,,,,,,,
岳麓,岳麓,jieyang,岳麓,,,,,,,,,,,
越西,越西,yannian,越西,,,,,,,,,,,
云杜,云杜,cangzhou,云杜,,,,,,,,,,,
云和,云和,cangwu,云和,,,,,,,,,,,
云梦,云梦,Caoxian,云梦,,,,,,,,,,,
云梦,云梦,Changwu,云梦,,,,,,,,,,,
云南,云南,Cangnan,云南,,,,,,,,,,,
云天,云天,Cangxi,云天,,,,,,,,,,,
云霄,云霄,Changyi,云霄,,,,,,,,,,,
郧县,郧县,ye,郧县,,,,,,,,,,,
筠连,筠连,Wangwu,筠连,,,,,,,,,,,
郓城,郓城,Yaoxian,郓城,,,,,,,,,,,
赞皇,赞皇,xuantai,赞皇,,,,,,,,,,,
枣阳,枣阳,luoyi,枣阳,,,,,,,,,,,
增城,增城,guangshan,增城,,,,,,,,,,,
摘星,摘星,Linzhang,摘星,,,,,,,,,,,
占山,占山,Fengyang,占山,,,,,,,,,,,
张掖,张掖,Lixian,张掖,,,,,,,,,,,
漳,漳,sangzhong,漳,,,,,,,,,,,
漳平,漳平,Shaxian,漳平,,,,,,,,,,,
漳浦,漳浦,shan’an,漳浦,,,,,,,,,,,
